,id,product_type,product_name,color_description,scent_description,taste_description,fruit_tasting,sugar_tasting,acidity_tasting,tannin_tasting,harmonizes_with,technical_sheet_wine_type,technical_sheet_volume,technical_sheet_closure_type,technical_sheet_service_temperature_in_celsius,technical_sheet_country,technical_sheet_region,technical_sheet_alcohol_content,technical_sheet_grapes,technical_sheet_producer,technical_sheet_crop_year,technical_sheet_cellaring_time,technical_sheet_maturation_time,specialist_review_content,specialist_review_owner,specialist_review_occupation,url
583,263,Vinho tinto italiano,Marchesi del Salento Primitivo Puglia IGT 2021,Vermelho-rubi brilhante,Frutas tropicais como framboesa e groselha,"Bastante frutado, com taninos macios e boa acidez",3,1,2,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Itália,Puglia,12.5,Primitivo,Castellani,2021,2025,,"É quando estamos na dúvida de qual vinho escolher que valorizamos o que este rótulo tem de sobra: tradição. Além de uma experiência secular, o grupo Castellani investe na sustentabilidade nos seus métodos, e Marchesi del Salento reflete isso. Elaborado a partir da uva Primitivo, este exemplar revela aromas de frutas tropicais, como framboesa e groselha, além de ser frutado em boca, com taninos macios e boa acidez.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/marchesi-del-salento-primitivo-2021-284561.html
585,267,Vinho branco espanhol,Señorio Don Mendo Blanco, Amarelo-palha brilhante,Aromas frutas frescas e toques florais," Refrescante, leve e macio",3,1,4,1,"Carnes brancas, Risoto e massas de molho branco, Saladas e aperitivos",Vinho branco,750ml,Tampa de rosca,8,Espanha,Cariñena,12,Uvas variadas,Bodegas San Valero,,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/san-valero-senorio-don-meldo-blanco.html
588,272,Vinho tinto espanhol,Señorio de Los Llanos Tempranillo Valdepeñas D.O.,Vermelho-rubi brilhante,Frutas vermelhas como morango e framboesa.,Agradável e bem estruturado.,4,1,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha,17,Espanha,Valdepeñas,12.5,Tempranillo,J. Garcia Carrion,,2025,,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/se-orio-de-los-llanos-tempranillo-valdepe-as-d-o-16842.html
589,273,Vinho tinto italiano,Terre da Vino Barolo Riserva DOCG 2016,Vermelho-rubi intenso com reflexos granada,"Aromas intensos de frutas pretas em compota, com notas de rosas, violetas secas e especiarias","Potente e elegante, com taninos e acidez intensos e agradáveis",5,1,4,4,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha natural,18,Itália,Piemonte,14,Nebbiolo,Terre da Vino,2016,2025,36 meses em barris de carvalho,"Os exemplares produzidos na Denominação de Origem Controlada e Garantida Barolo seguem regras rígidas de produção, o que garante qualidade e caráter singulares. Elaborado pela vinícola Terre da Vino sob as leis desse território, e amadurecido em carvalho por 3 anos, este Barolo Riserva apresenta paladar potente, elegante e encorpado, com aromas de frutas em compota, flores secas e especiarias, além de um longo potencial de guarda.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/terre-da-vino-barolo-riserva-docg-2015-320031.html
591,277,Vinho tinto argentino,Finca Silverado Red Blend 2023,Vermelho-rubi intenso,Frutas vermelhas maduras e notas florais,Taninos maduros e acidez moderada,4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Argentina,Mendoza,13.3,Uvas variadas,Belhara Estate,2023,2025,Estágio em barricas de carvalho francês,"Finca Silverado é um vinho que foi elaborado no Valle do Uco a partir de uvas colhidas manualmente. De caráter concentrado e expressivo, este blend apresenta nuances de cerejas, amoras e ameixas em boca, e aromas de frutas vermelhas maduras e notas florais.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/finca-silverado-reb-blend-rotulo-roxo-233.html
592,278,Vinho tinto espanhol,Juntos Tempranillo 2023,Vermelho-rubi brilhante,Frutas pretas e vermelhas com toques de especiarias,"Frutado e redondo, com equilíbrio entre dulçor, taninos e acidez",3,2,2,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Espanha,Castilha-La Mancha,13,Tempranillo,Bodegas Volver,2023,2025,,"Elaborado nos solos de Castilla-La Mancha, onde a cultura vinícola está intrinsecamente conectada à história e ao modo de viver, Juntos é, inclusive no nome, a perfeita tradução de um rótulo feito para unir pessoas em volta de uma mesa para celebrar a vida. E se a ideia é harmonizar, ele vai muito bem com embutidos, carne vermelha na brasa e massas de molho vermelho.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/bodegas-volver-juntos-tempranillo-2023.html
596,326,Vinho branco francês,Antoine Janson Chablis AOC 2023,Amarelo-palha pálido,"Notas de maçã verde, pera e pêssego, nuances minerais, e toques de jasmim e flor de laranjeira","Elegante, expressivo e equilibrado, com acidez vibrante e refrescante",4,1,5,1,"Carnes brancas, Frutos do mar, Queijos, Risoto e massas de molho branco, Saladas e aperitivos",Vinho branco,750ml,Rolha de cortiça,6,França,Borgonha,12.5,Chardonnay,Antoine Janson em Quincié,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/maison-boisset-antoine-janson-chablis-aoc-chardonnay.html
597,288,Vinho tinto argentino,Finca Silverado Malbec 2023,Vermelho-rubi de intensidade média com reflexos violetas,"Aromas de frutas vermelhas maduras, com leves notas florais","Corpo médio e frutado, com taninos macios ",4,1,2,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Argentina,Mendoza,13.3,Malbec,Belhara Estate,2023,2025,,"Elaborado com uvas colhidas manualmente dos solos da região vinícola de Mendoza, Finca Silverado é uma versão agradável e descomplicada do icônico Malbec argentino. Com aromas de frutas vermelhas maduras e leves notas florais, este exemplar apresenta corpo médio e frutado, e taninos macios. Na hora de harmonizar, aposte em carnes vermelhas e massas recheadas.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/finca-silverado-malbec-2023.html
598,291,Vinho tinto italiano,Red Fire Primitivo Puglia IGT 2022,Vermelho-rubi intenso,"Aromas de frutas vermelhas e pretas, como cerejas","Rico, frutado, agradável e fácil de beber",4,3,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Itália,Puglia,13.5,Primitivo,Provinco,2022,2025,,"A viticultura da Puglia encanta paladares ao redor do mundo com seus exemplares de qualidade e bom custo-benefício. Dentro dessa região vinícola, uma das grandes protagonistas é a Primitivo, uva que dá vida a rótulos ricos e frutados, como este Red Fire. Com aromas de frutas vermelhas e pretas, como cerejas, e paladar agradável e fácil de beber, este vinho se mostra a pedida ideal para deixar um jantar ainda mais especial, principalmente quando combinado com pratos tradicionais da Itália.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/red-fire-primitivo-puglia-2022.html
599,292,Vinho tinto francês,Cuvée Creux du Chêne Corbières AOP 2020,Vermelho-rubi brilhante com reflexos violáceos,"Aromas de frutas vermelhas e pretas, como groselha e amora, e notas de alecrim, tomilho e resina de pinheiro","Agradável, redondo e macio, com taninos sedosos",1,2,4,3,,Vinho tinto,750ml,Rolha de cortiça,16,França,Languedoc- Roussillon,14,"Blend, Carignan, Grenache, Syrah",Foncalieu,2020,2025,Estágio em tanques de aço inoxidável,"Cuvée Creux du Chêne é resultado da união das uvas Grenache, Carignan e Syrah, e da experiência de Les Vignobles Foncalieu, icônica vinícola do sul da França. Produzido em Corbières, uma denominação do Languedoc-Roussillon conhecida por produzir tintos agradáveis, este exemplar é redondo e macio, e apresenta taninos sedosos em boca. Com aromas de frutas vermelhas e pretas, como groselha e amora, ele revela notas de alecrim, tomilho e resina de pinheiro.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/foncalieu-cuvee-creux-du-chene-corbieres-aop-2020.html
600,295,Vinho tinto argentino,Santa Rosa Malbec Reserva 2022,Vermelho-rubi com reflexos violáceos,Frutas pretas e vermelhas com notas de especiarias e tons tostados,Elegante e equilibrado com taninos redondos,3,1,2,3,,Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,14,Malbec,La Agricola,2022,2025,10 meses em barricas de carvalho francês,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/santa-rosa-malbec-reserva-2022.html
602,305,Espumante Branco francês,Champagne Moët & Chandon Ice Impérial Demi-Sec - 750mL,Amarelo-dourado com reflexos âmbar e perlage delicado,"Aromas de frutas tropicais e de caroço, como manga, goiaba e nectarina","Fresco, elegante e leve, com acidez refrescante, e nuances de caramelo, marmelo e gengibre",4,2,5,1,"Carnes brancas, Queijos, Sobremesas",Espumante Branco,750ml,Rolha,6,França,Champagne,12,Uvas variadas,Moët & Chandon,,2025,,"Primeiro Champagne criado para ser apreciado com gelo, o Ice Impérial expressa o espírito inovador e pioneiro da Moët & Chandon. A vinícola escolheu as uvas Pinot Noir, Meunier e Chardonnay cultivadas na sub-região de Epernay, em Champagne, para dar vida a este rótulo. Com aromas de frutas tropicais e de caroço, e paladar refrescante e elegante, ele se mostra ideal para acompanhar momentos leves e divertidos.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/moet-ice-imperial.html
603,308,Vinho tinto espanhol,Don Simon Seleccion Tempranillo,Vermelho-rubi com reflexos violáceos,Frutas vermelhas como cereja e morango com toques de alcaçuz,"Corpo médio, taninos macios, ótimo equilíbrio e fruta",4,1,5,5,"Carnes vermelhas, Pizzas e massas de molho vermelho",Vinho tinto,750ml,Rolha sintética,16,Espanha,Castilla-La Mancha,12,Tempranillo,J. Garcia Carrion,,2025,,"Quando a excelência de um produtor encontra a versatilidade de uma uva, o resultado só pode ser um rótulo capaz de agradar gostos e bolsos variados. Assim é o Don Simon, o vinho espanhol mais vendido no mundo. Dica de ouro: harmonize com uma saborosa pizza que é sem erro.",Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/don-simon-seleccion-tempranillo-67821.html
605,309,Espumante Branco brasileiro,Chandon Réserve Brut - 750 mL,"Amarelo esverdeado com reflexos dourados, borbulhas finas e espuma abundante","Aromas elegantes, com notas de frutas cítricas, frutas secas, flores brancas e pães","Vibrante, vivaz, refrescante, frutado e fácil de beber",4,1,4,1,"Carnes brancas, Frutos do mar, Queijos, Saladas e aperitivos",Espumante Branco,750ml,Rolha de cortiça,4,Brasil,Rio Grande do Sul,11.8,"Chardonnay, Pinot Noir, Riesling Itálico",Chandon,,2025,Estágio em tanques de aço inoxidável,"A Chandon do Brasil escolheu regiões de colinas verdejantes e riqueza natural ímpar para, em 1973, fincar suas raízes. Garibaldi e Encruzilhada do Sul foram palco para o cultivo das uvas Chardonnay, Riesling Itálico e Pinot Noir que originaram o Chandon Réserve Brut. Com aromas frutados e florais, este espumante frutado expressa a brasilidade da vinícola por meio de um paladar vivaz e agradável.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/chandon-reserve-brut-8851.html
606,311,Vinho tinto chileno,Doña Leonor Merlot Valle Central D.O. 2023,Vermelho-rubi brilhante,Aromas de frutas vermelhas,"Estruturado e harmônico, com corpo médio e taninos macios",4,1,3,3,"Carnes de caça, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Chile,Valle Central,12.5,Merlot,Bodega Tagua Tagua,2023,2025,,"A célebre região vinícola do Valle Central é conhecida por produzir vinhos elegantes e de ótimo custo-benefício, e a premiada Bodegas Tagua Tagua faz jus à fama com Doña Leonor Merlot.  Enquanto revela aromas de especiarias e frutas vermelhas ao nariz, este vinho é fácil de beber, à medida que apresenta notas frutadas e taninos macios em boca. Para harmonizar, sugerimos apostar em carnes de caça, massas à bolonhesa e queijo Gouda.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/bodega-tagua-tagua-dona-leonor-merlot-2023.html
607,304,Vinho tinto argentino,Vino de Marte Malbec 2022,Vermelho-rubi brilhante com reflexos violáceos,"Intenso, com notas de frutas vermelhas e pretas","Elegante, equilibrado, persistente e fácil de beber, com taninos macios",4,1,3,3,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,18,Argentina,Mendoza,13,Malbec,Bodegas y Viñedos Baudron,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/vino-de-marte-malbec-2022.html
609,316,Vinho tinto português,Fiuza Eminente Reserva 2022,Vermelho-granada,Aroma de frutas pretas maduras e especiarias,"Encorpado, com paladar frutado, taninos firmes e boa persistência",4,1,3,3,"Carnes de caça, Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Portugal,Tejo,13.5,"Alicante Bouschet, Touriga Nacional",Fiuza & Bright SOC,2022,2025,Estágio em barricas de carvalho francês/americano,"A região do Tejo tem uma relação antiga com a viticultura, com vinhedos que datam desde os tempos romanos. E foi nesse terroir que a Fiuza Estate, vinícola com quase um século de experiência, deu vida ao Eminente Reserva. Produzido a partir de um blend de uvas portuguesas, ele amadureceu em barricas de carvalho, o que o tornou complexo e bastante gastronômico.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/fiuza-estate-bottled-eminente-reserva-tejo-2022.html
610,319,Vinho tinto argentino,Corazon de Luna Malbec Valle Calchaquí 2024,Vermelho-rubi intenso com tons violáceos,"Aromas de frutas vermelhas maduras, ressaltando notas de ameixas","Taninos macios e maduros, acidez equilibrada, resultando em final longo e harmonioso",3,1,3,4,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha sintética,18,Argentina,Salta,13,Malbec,Las Flechas Group Bodegas Y Viñedos,2024,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/corazon-de-luna-malbec-2024.html
611,321,Vinho tinto europeu,Cuvée Passion Rouge 2023,Vermelho-rubi,"Aromas de frutas vermelhas, como amora e morango","Frutado, equilibrado e fácil de beber, com taninos macios e boa acidez",3,1,3,2,"Carnes vermelhas, Pizzas e massas de molho vermelho, Queijos",Vinho tinto,750ml,Rolha de cortiça,16,Europeu,Multirregional,11,Uvas variadas,Le Cailar,2023,2025,,,Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/cuvee-passion-rouge-2023.html
614,330,Vinho rosé chileno,Vinchante Vin 266 Cabernet Sauvignon-Syrah Rosé Central Valley 2024,Rosa salmão brilhante,Aromas de frutas vermelhas,Refrescante e frutado,4,2,4,1,"Carnes brancas, Frutos do mar, Saladas e aperitivos",Vinho rosé,750ml,Rolha sintética,8,Chile,Valle Central,13,"Blend, Cabernet Sauvignon, Syrah, Uvas variadas",Ravanal,2024,2025,,"O Valle Central é uma região que se estende ao sul do Chile, indo desde sua capital, até a sub-região do Valle de Itata. Extenso, plano e moderadamente quente, é um local que possui condições únicas para a produção de vinhos, além de acolher a maioria dos vinhedos chilenos - inclusive o que abriga as vinhas de Syrah e Cabernet Sauvignon dão origem à versão rosé da linha Vinchante. Espere encontrar um vinho refrescante e frutado, perfeito para harmonizar com pratos à base de frutos do mar e peixes.",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/ravanal-vinchante-cabernet-sauvignon-syrah-rose-2024.html
615,331,Espumante Branco brasileiro,Chandon Réserve Brut - 375 mL,"Amarelo esverdeado com reflexos dourados, borbulhas finas e espuma abundante","Aromas elegantes, com notas de frutas cítricas, frutas secas, flores brancas e pães","Vibrante, vivaz, refrescante, frutado e fácil de beber",4,1,4,1,"Carnes brancas, Frutos do mar, Saladas e aperitivos",Espumante Branco,375ml,Rolha de cortiça,4,Brasil,Rio Grande do Sul,11.8,"Chardonnay, Pinot Noir, Riesling Itálico",Chandon,,2025,Estágio em tanques de aço inoxidável,"A Chandon do Brasil escolheu regiões de colinas verdejantes e riqueza natural ímpar para, em 1973, fincar suas raízes. Garibaldi e Encruzilhada do Sul foram palco para o cultivo das uvas Chardonnay, Riesling Itálico e Pinot Noir que originaram o Chandon Réserve Brut. Com aromas frutados e florais, este espumante frutado expressa a brasilidade da vinícola por meio de um paladar vivaz e agradável. Nesta versão ideal para presentear, você garante 375 mLs de um rótulo que é sinônimo de qualidade e elegância.
",Vinícius Santiago,Sommelier da evino,https://www.evino.com.br/product/chandon-reserve-brut-375-ml.html
616,334,Espumante Rosé espanhol,Tanggier Brut Rosé,Rosa-salmão,"Morango, framboesa e cerejas frescas","Refrescante, levemente frutado e com boa acidez",4,1,3,1,"Carnes brancas, Frutos do mar, Saladas e aperitivos",Espumante Rosé,750ml,Rolha,9,Espanha,Multirregional,11,Uvas variadas,Lozano,,2025,,,Ari Gorenstein,Sommelier da evino,https://www.evino.com.br/product/tanggier-brut-ros-60482.html
